event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),campaign_name,start_date,end_date,product_name,category,revenue_before_promo,revenue_after_promo
bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,16.0,25% OFF,41,15,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,880.0,615
4e6a19,STHYD-3,CAMP_SAN_01,P07,300,45.0,BOGOF,150,121,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,13500.0,18150
852b4f,STHYD-5,CAMP_SAN_01,P12,62,49.0,50% OFF,31,70,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3038.0,2170
c0d022,STBLR-6,CAMP_SAN_01,P06,415,33.0,25% OFF,311,28,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,13695.0,8708
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,432.0,BOGOF,100,1736,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,86400.0,173600
cdb883,STMDU-0,CAMP_SAN_01,P12,62,46.0,50% OFF,31,66,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2852.0,2046
3bf731,STVSK-3,CAMP_SAN_01,P04,370,265.0,BOGOF,185,673,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,98050.0,124505
6d863b,STCBE-1,CAMP_SAN_01,P07,300,40.0,BOGOF,150,155,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,12000.0,23250
bed4b4,STMLR-1,CAMP_SAN_01,P10,50,13.0,25% OFF,37,10,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,650.0,370
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,93.0,BOGOF,510,234,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,94860.0,119340
8b1147,STVSK-0,CAMP_SAN_01,P15,3000,73.0,500 Cashback,2500,170,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,219000.0,425000
4a77da,STMLR-0,CAMP_SAN_01,P02,860,243.0,33% OFF,576,332,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,208980.0,191232
20da13,STBLR-4,CAMP_SAN_01,P07,300,48.0,BOGOF,150,185,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,14400.0,27750
49706e,STMDU-3,CAMP_SAN_01,P15,3000,120.0,500 Cashback,2500,274,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,360000.0,685000
77435f,STBLR-3,CAMP_SAN_01,P01,172,78.0,33% OFF,115,387,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,13416.0,44505
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,106.0,BOGOF,175,454,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,37100.0,79450
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,136.0,500 Cashback,2500,288,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,408000.0,720000
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,27.0,BOGOF,595,70,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,32130.0,41650
e60b61,STMLR-0,CAMP_SAN_01,P06,415,15.0,25% OFF,311,12,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6225.0,3732
9c2777,STCHE-6,CAMP_SAN_01,P02,860,463.0,33% OFF,576,629,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,398180.0,362304
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,52.0,50% OFF,31,72,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3224.0,2232
5aa413,STCHE-1,CAMP_SAN_01,P08,1190,43.0,BOGOF,595,109,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,51170.0,64855
84dbe3,STHYD-1,CAMP_SAN_01,P07,300,51.0,BOGOF,150,140,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,15300.0,21000
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1375.0,738
edaef4,STHYD-5,CAMP_SAN_01,P03,200,416.0,BOGOF,100,1630,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,83200.0,163000
780aaa,STMYS-1,CAMP_SAN_01,P06,415,19.0,25% OFF,311,14,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,7885.0,4354
c24879,STCBE-1,CAMP_SAN_01,P04,370,370.0,BOGOF,185,1439,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,136900.0,266215
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,39.0,50% OFF,95,55,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,7410.0,5225
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,105.0,BOGOF,510,407,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,107100.0,207570
096adc,STBLR-8,CAMP_SAN_01,P02,860,441.0,33% OFF,576,626,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,379260.0,360576
ce5851,STMDU-2,CAMP_SAN_01,P03,200,318.0,BOGOF,100,1265,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,63600.0,126500
73d86f,STVSK-2,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1550.0,962
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,46.0,25% OFF,67,33,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,4140.0,2211
dbaf92,STBLR-6,CAMP_SAN_01,P01,172,301.0,33% OFF,115,454,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,51772.0,52210
cd3392,STCHE-6,CAMP_SAN_01,P07,300,31.0,BOGOF,150,123,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9300.0,18450
d5769b,STCBE-2,CAMP_SAN_01,P09,90,42.0,25% OFF,67,34,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3780.0,2278
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,40,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5320.0,3800
ace471,STMDU-0,CAMP_SAN_01,P04,370,273.0,BOGOF,185,1201,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,101010.0,222185
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,27.0,25% OFF,311,22,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,11205.0,6842
6b2afc,STCBE-4,CAMP_SAN_01,P08,1190,30.0,BOGOF,595,79,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,35700.0,47005
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,37.0,25% OFF,67,26,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3330.0,1742
11971a,STHYD-2,CAMP_SAN_01,P11,190,45.0,50% OFF,95,62,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8550.0,5890
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,244.0,33% OFF,115,334,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,41968.0,38410
df4373,STMDU-2,CAMP_SAN_01,P07,300,33.0,BOGOF,150,128,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9900.0,19200
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,75.0,BOGOF,510,198,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,76500.0,100980
f49149,STMYS-0,CAMP_SAN_01,P06,415,27.0,25% OFF,311,22,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,11205.0,6842
4406de,STVSK-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,40,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5320.0,3800
166ffe,STMYS-1,CAMP_SAN_01,P10,50,28.0,25% OFF,37,20,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1400.0,740
b7286f,STBLR-5,CAMP_SAN_01,P02,860,507.0,33% OFF,576,704,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,436020.0,405504
6bce12,STMYS-0,CAMP_SAN_01,P07,300,46.0,BOGOF,150,120,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,13800.0,18000
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,331.0,BOGOF,100,903,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,66200.0,90300
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,28.0,25% OFF,67,22,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,2520.0,1474
5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,468.0,33% OFF,576,599,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,402480.0,345024
a107c4,STVJD-0,CAMP_SAN_01,P05,55,16.0,25% OFF,41,14,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,880.0,574
13d333,STCHE-7,CAMP_SAN_01,P01,172,256.0,33% OFF,115,358,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,44032.0,41170
78bc80,STVJD-0,CAMP_SAN_01,P07,300,22.0,BOGOF,150,85,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,6600.0,12750
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,45.0,25% OFF,67,36,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,4050.0,2412
f682ec,STBLR-0,CAMP_SAN_01,P01,172,273.0,33% OFF,115,382,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,46956.0,43930
dec49d,STMDU-2,CAMP_SAN_01,P05,55,21.0,25% OFF,41,17,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1155.0,697
bfb2b4,STBLR-7,CAMP_SAN_01,P13,350,133.0,BOGOF,175,559,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,46550.0,97825
1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,31.0,50% OFF,95,46,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5890.0,4370
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,75.0,BOGOF,510,297,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,76500.0,151470
42a404,STCBE-1,CAMP_SAN_01,P12,62,42.0,50% OFF,31,48,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2604.0,1488
0013db,STBLR-1,CAMP_SAN_01,P02,860,435.0,33% OFF,576,622,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,374100.0,358272
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,42.0,25% OFF,67,35,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3780.0,2345
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25.0,25% OFF,41,21,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1375.0,861
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,82.0,BOGOF,175,323,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,28700.0,56525
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,303.0,BOGOF,185,1172,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,112110.0,216820
420258,STVSK-3,CAMP_SAN_01,P14,1020,54.0,BOGOF,510,137,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,55080.0,69870
86196b,STTRV-0,CAMP_SAN_01,P06,415,13.0,25% OFF,311,11,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,5395.0,3421
4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,360.0,BOGOF,100,1414,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,72000.0,141400
ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,19.0,25% OFF,41,14,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1045.0,574
ec29f9,STTRV-1,CAMP_SAN_01,P06,415,21.0,25% OFF,311,19,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,8715.0,5909
ea384f,STBLR-7,CAMP_SAN_01,P10,50,40.0,25% OFF,37,33,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,2000.0,1221
21ac82,STHYD-2,CAMP_SAN_01,P06,415,46.0,25% OFF,311,34,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,19090.0,10574
80be79,STBLR-4,CAMP_SAN_01,P08,1190,39.0,BOGOF,595,156,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,46410.0,92820
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,43.0,25% OFF,311,40,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,17845.0,12440
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,43.0,50% OFF,31,51,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2666.0,1581
b46d32,STMDU-1,CAMP_SAN_01,P04,370,337.0,BOGOF,185,1337,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,124690.0,247345
ce68be,STCHE-3,CAMP_SAN_01,P01,172,310.0,33% OFF,115,421,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,53320.0,48415
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,36.0,25% OFF,311,29,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,14940.0,9019
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,28.0,25% OFF,37,24,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1400.0,888
79f662,STVSK-1,CAMP_SAN_01,P09,90,40.0,25% OFF,67,28,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3600.0,1876
bf2632,STCHE-1,CAMP_SAN_01,P12,62,57.0,50% OFF,31,66,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3534.0,2046
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,48.0,BOGOF,150,188,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,14400.0,28200
69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,24.0,BOGOF,595,92,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,28560.0,54740
d5b8af,STVJD-1,CAMP_SAN_01,P11,190,25.0,50% OFF,95,35,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,4750.0,3325
0f8686,STVSK-0,CAMP_SAN_01,P07,300,24.0,BOGOF,150,92,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,7200.0,13800
d953a5,STBLR-1,CAMP_SAN_01,P01,172,297.0,33% OFF,115,418,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,51084.0,48070
d1ceaf,STBLR-5,CAMP_SAN_01,P10,50,36.0,25% OFF,37,29,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1800.0,1073
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,465.0,BOGOF,185,2064,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,172050.0,381840
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,78.0,50% OFF,31,38,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,4836.0,1178
da1969,STVSK-1,CAMP_SAN_01,P03,200,322.0,BOGOF,100,1291,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,64400.0,129100
802dfa,STBLR-3,CAMP_SAN_01,P07,300,54.0,BOGOF,150,217,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,16200.0,32550
e5d28d,STVSK-0,CAMP_SAN_01,P13,350,73.0,BOGOF,175,282,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,25550.0,49350
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,16.0,25% OFF,311,13,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6640.0,4043
0953d7,STVSK-1,CAMP_SAN_01,P02,860,387.0,33% OFF,576,530,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,332820.0,305280
c134bb,STBLR-8,CAMP_SAN_01,P07,300,51.0,BOGOF,150,205,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,15300.0,30750
29411f,STBLR-6,CAMP_SAN_01,P08,1190,69.0,BOGOF,595,303,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,82110.0,180285
366c89,STMDU-3,CAMP_SAN_01,P06,415,25.0,25% OFF,311,20,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,10375.0,6220
e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,33.0,50% OFF,95,50,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,6270.0,4750
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,40.0,25% OFF,67,32,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3600.0,2144
95f061,STMYS-3,CAMP_SAN_01,P15,3000,78.0,500 Cashback,2500,443,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,234000.0,1107500
7f1521,STMYS-1,CAMP_SAN_01,P05,55,19.0,25% OFF,41,14,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1045.0,574
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,48.0,BOGOF,595,129,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,57120.0,76755
2c8137,STVSK-3,CAMP_SAN_01,P07,300,31.0,BOGOF,150,77,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9300.0,11550
8d349f,STCBE-4,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1100.0,666
5715c0,STVSK-1,CAMP_SAN_01,P12,62,46.0,50% OFF,31,66,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2852.0,2046
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,28.0,50% OFF,95,39,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5320.0,3705
9bc176,STHYD-3,CAMP_SAN_01,P04,370,416.0,BOGOF,185,1085,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,153920.0,200725
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,79.0,500 Cashback,2500,171,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,237000.0,427500
91649,STMDU-1,CAMP_SAN_01,P13,350,73.0,BOGOF,175,287,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,25550.0,50225
90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1375.0,738
6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,15.0,25% OFF,41,12,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,825.0,492
65f85a,STBLR-7,CAMP_SAN_01,P12,62,58.0,50% OFF,31,92,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3596.0,2852
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,16.0,25% OFF,311,13,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6640.0,4043
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,109.0,500 Cashback,2500,192,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,327000.0,480000
17195,STCHE-4,CAMP_SAN_01,P11,190,45.0,50% OFF,95,64,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8550.0,6080
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,40.0,BOGOF,150,165,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,12000.0,24750
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,73.0,BOGOF,595,192,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,86870.0,114240
00af86,STCBE-0,CAMP_SAN_01,P06,415,15.0,25% OFF,311,14,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6225.0,4354
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,106.0,BOGOF,510,424,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,108120.0,216240
5947fb,STBLR-9,CAMP_SAN_01,P15,3000,118.0,500 Cashback,2500,251,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,354000.0,627500
800f42,STMDU-3,CAMP_SAN_01,P03,200,273.0,BOGOF,100,1097,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,54600.0,109700
1f5ed3,STVSK-1,CAMP_SAN_01,P08,1190,33.0,BOGOF,595,131,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,39270.0,77945
14ff29,STBLR-3,CAMP_SAN_01,P11,190,43.0,50% OFF,95,62,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8170.0,5890
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,16.0,BOGOF,595,63,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,19040.0,37485
ac0db6,STBLR-8,CAMP_SAN_01,P06,415,22.0,25% OFF,311,16,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,9130.0,4976
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,58.0,BOGOF,175,148,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,20300.0,25900
1.11E+11,STMYS-3,CAMP_SAN_01,P11,190,43.0,50% OFF,95,48,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8170.0,4560
82ff02,STMDU-0,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1100.0,666
5e1671,STCHE-2,CAMP_SAN_01,P10,50,34.0,25% OFF,37,30,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1700.0,1110
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,34.0,50% OFF,95,38,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,6460.0,3610
f856b9,STMLR-2,CAMP_SAN_01,P15,3000,66.0,500 Cashback,2500,147,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,198000.0,367500
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1100.0,666
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,67.0,50% OFF,31,95,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,4154.0,2945
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,54.0,500 Cashback,2500,125,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,162000.0,312500
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,457.0,33% OFF,576,548,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,393020.0,315648
0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,30.0,BOGOF,150,117,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9000.0,17550
b55027,STCHE-6,CAMP_SAN_01,P10,50,31.0,25% OFF,37,22,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1550.0,814
c3bbcc,STBLR-2,CAMP_SAN_01,P07,300,31.0,BOGOF,150,122,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9300.0,18300
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,147.0,500 Cashback,2500,385,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,441000.0,962500
